2020/6/21,21.7,8,1
2020/6/22,19,8,1
2020/6/23,21.8,8,1
2020/6/24,21,8,1
2020/6/25,19.6,8,1
2020/6/26,23.8,8,1
2020/6/27,24.4,8,1
2020/6/28,22.3,8,1
2020/6/29,24.1,8,1
2020/6/30,24.7,8,1
2020/7/1,24.7,8,1
2020/7/2,25,8,1
2020/7/3,23.4,8,1
2020/7/4,24.1,8,1
2020/7/5,24.8,8,1
2020/7/6,24.6,8,1
2020/7/7,26,8,1
2020/7/8,25.1,8,1
2020/7/9,24.1,8,1
2020/7/10,25.4,8,1
2020/7/11,26.4,8,1
2020/7/12,25,8,1
2020/7/13,20.5,8,1
2020/7/14,23,8,1
2020/7/15,19.9,8,1
2020/7/16,20,8,1
2020/7/17,18.9,8,1
2020/7/18,20.2,8,1
2020/7/19,24.2,8,1
2020/7/20,25.3,8,1
2020/7/21,25,8,1
2020/7/22,26,8,1
2020/7/23,23.3,8,1
2020/7/24,24.9,8,1
2020/7/25,25.4,8,1
2020/7/26,25.8,8,1
2020/7/27,26.3,5,1
2020/7/28,26.7,8,1
2020/7/29,22.2,8,1
2020/7/30,22.4,8,1
2020/7/31,24.3,8,1
2020/8/1,25.2,8,1
2020/8/2,25.9,8,1
2020/8/3,27.1,8,1
2020/8/4,28.1,8,1
2020/8/5,28.6,8,1
2020/8/6,28.6,8,1
2020/8/7,28.7,8,1
2020/8/8,26.7,8,1
2020/8/9,28,8,1
2020/8/10,29.6,8,1
2020/8/11,29.9,8,1
2020/8/12,30.3,8,1
2020/8/13,30.4,8,1
2020/8/14,29.5,8,1
2020/8/15,31.2,8,1
2020/8/16,30,8,1
2020/8/17,30.9,8,1
2020/8/18,29.7,8,1
2020/8/19,28.8,8,1
2020/8/20,29.3,8,1
2020/8/21,29.9,8,1
2020/8/22,28.4,8,1
2020/8/23,25.2,8,1
2020/8/24,26.7,8,1
2020/8/25,27,8,1
2020/8/26,27.9,8,1
2020/8/27,28.8,8,1
2020/8/28,29.8,8,1
2020/8/29,30,8,1
2020/8/30,29.8,8,1
2020/8/31,26.6,8,1
2020/9/1,24.6,8,1
2020/9/2,27.5,8,1
2020/9/3,28.7,8,1
2020/9/4,29.1,8,1
2020/9/5,28,8,1
2020/9/6,26.1,8,1
2020/9/7,28.3,8,1
2020/9/8,29,8,1
2020/9/9,28.9,8,1
2020/9/10,27.8,8,1
2020/9/11,28.9,8,1
2020/9/12,23.7,8,1
2020/9/13,23,8,1
2020/9/14,22.7,8,1
2020/9/15,23.4,8,1
